physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school,total_trx_2024,total_trx_2023,yoy_growth_pct,brand_trx,brand_share_pct,volume_decile,growth_decile,brand_decile,composite_score,tier,opportunity_score,priority_bucket,rank_in_terr
PH-0056,2901476797,Robert,Lewis,Internal Medicine,T-038,West Russellport,TX,38,"Watkins, Rose and Parker Medical School",54.0,70.0,-22.857142857142858,15.0,27.77777777777778,8,3,5,5.6,Bronze,4.0,C (Retain - Monthly),23.0
PH-0057,3690034324,Keith,Wilson,Family Practice,T-008,Burgessburgh,DC,27,Patel-Hall Medical School,22.0,19.0,15.789473684210526,8.0,36.36363636363637,6,8,7,6.9,Silver,7.5,B (Grow - Bi-weekly),17.0
PH-0058,8516060715,Barbara,Berry,Family Practice,T-021,Robertsfurt,AK,30,Jackson-Meza Medical School,59.0,73.0,-19.17808219178082,20.0,33.89830508474576,8,3,7,6.199999999999999,Silver,5.0,C (Retain - Monthly),22.0
PH-0059,7516136968,Christian,Harrell,Neurology,T-033,Jeffreyburgh,CA,5,"Schultz, Schmidt and Lee Medical School",7.0,5.0,40.0,0.0,0.0,3,9,1,4.2,Bronze,5.0,D (Monitor - Quarterly),40.0
PH-0060,5523124329,Eric,Malone,Internal Medicine,T-019,East Stephaniefort,NH,4,"Wolf, Cole and Glass Medical School",80.0,98.0,-18.367346938775512,29.0,36.25,8,3,7,6.199999999999999,Silver,5.0,C (Retain - Monthly),32.0
PH-0061,9955271774,Laura,Vargas,Cardiology,T-017,Williamport,NH,28,Johnson-Wood Medical School,42.0,42.0,0.0,27.0,64.28571428571429,7,5,10,7.300000000000001,Gold,7.5,A (Protect - Weekly),15.0
PH-0062,4119986798,Stephanie,Stevenson,Family Practice,T-006,South Reginashire,SD,35,Morris Group Medical School,6.0,7.0,-14.285714285714285,4.0,66.66666666666666,3,3,10,5.1,Bronze,6.5,B (Grow - Bi-weekly),34.0
PH-0063,8207151820,John,Kim,Rheumatology,T-037,Warrenburgh,MN,24,Hardin-Hughes Medical School,4.0,7.0,-42.85714285714285,0.0,0.0,2,1,1,1.4,Bronze,1.0,D (Monitor - Quarterly),57.0
PH-0064,5905151864,Johnathan,York,Family Practice,T-031,West Christopher,TN,35,Rangel LLC Medical School,46.0,44.0,4.545454545454546,18.0,39.130434782608695,7,7,8,7.300000000000001,Gold,7.5,A (Protect - Weekly),8.0
PH-0065,6291486528,Clarence,Santiago,General Practice,T-021,Andrewport,HI,32,Peterson Group Medical School,73.0,111.0,-34.23423423423424,15.0,20.54794520547945,8,2,4,5.0,Bronze,3.0,C (Retain - Monthly),35.0
PH-0066,3322141888,Benjamin,Rogers,Geriatrics,T-003,New Nicholas,GA,18,Guerra PLC Medical School,20.0,10.0,100.0,2.0,10.0,5,10,3,5.9,Silver,6.5,B (Grow - Bi-weekly),28.0
PH-0067,2706537947,Jesus,Allen,Nephrology,T-031,Mckeeborough,MN,3,"Valentine, Joyce and Murray Medical School",9.0,5.0,80.0,0.0,0.0,3,10,1,4.5,Bronze,5.5,D (Monitor - Quarterly),37.0
PH-0068,4688623924,Brett,Castillo,Nephrology,T-024,Angelaville,VT,32,"Rosales, Mitchell and Hines Medical School",118.0,108.0,9.25925925925926,26.0,22.033898305084744,9,7,4,6.9,Silver,5.5,C (Retain - Monthly),9.0
PH-0069,4782613750,Robert,Sanders,Pulmonology,T-023,Joeland,MN,2,Johnson Inc Medical School,32.0,45.0,-28.88888888888889,17.0,53.125,6,2,10,6.0,Silver,6.0,B (Grow - Bi-weekly),31.0
PH-0070,5220472779,Adam,Miller,Internal Medicine,T-002,Jasonberg,OH,26,"Lynch, Henderson and Parsons Medical School",17.0,23.0,-26.08695652173913,7.0,41.17647058823529,5,2,8,5.0,Bronze,5.0,D (Monitor - Quarterly),41.0
PH-0071,3410369711,Mary,Porter,Rheumatology,T-033,Lake Zacharybury,VT,9,Carter Inc Medical School,21.0,15.0,40.0,6.0,28.57142857142857,5,9,6,6.499999999999999,Silver,7.5,B (Grow - Bi-weekly),20.0
PH-0072,9539621851,Stephanie,Stephens,Gastroenterology,T-039,South Morganton,SC,29,Zavala-King Medical School,6.0,4.0,50.0,0.0,0.0,3,9,1,4.2,Bronze,5.0,D (Monitor - Quarterly),34.0
PH-0073,515319520,Michael,Morgan,Internal Medicine,T-026,Port Kimberly,NH,35,"Mendoza, White and Taylor Medical School",46.0,34.0,35.294117647058826,18.0,39.130434782608695,7,9,8,7.9,Platinum,8.5,A (Protect - Weekly),11.0
PH-0074,7043030548,Raymond,Ochoa,Internal Medicine,T-024,Kingborough,LA,13,Atkins-Williams Medical School,18.0,8.0,125.0,6.0,33.33333333333333,5,10,7,7.1,Gold,8.5,B (Grow - Bi-weekly),8.0
PH-0075,5415667652,Tyler,Jimenez,Cardiology,T-007,Lauriechester,CO,36,Morrison-Short Medical School,4081.0,3943.0,3.499873193000254,1816.0,44.498897329086006,10,7,9,8.799999999999999,Platinum,8.0,A (Protect - Weekly),2.0
PH-0076,8451154479,Jennifer,Jackson,Oncology,T-001,Bellton,VA,8,Mendez-Graham Medical School,16.0,15.0,6.666666666666667,4.0,25.0,5,7,5,5.6,Bronze,6.0,B (Grow - Bi-weekly),36.0
PH-0077,165820297,Austin,Jones,Gastroenterology,T-016,Michaelshire,AZ,14,"Hernandez, Cole and Watson Medical School",20.0,21.0,-4.761904761904762,5.0,25.0,5,4,5,4.7,Bronze,4.5,D (Monitor - Quarterly),23.0
PH-0078,7192856543,Susan,Johnson,Emergency Medicine,T-023,South April,PW,15,"Wilson, Hampton and Padilla Medical School",23.0,29.0,-20.689655172413797,4.0,17.391304347826086,6,3,3,4.2,Bronze,3.0,D (Monitor - Quarterly),56.0
PH-0079,3947312172,Rachel,Wallace,Family Practice,T-002,Port Evelynmouth,TN,32,Mckinney-Pierce Medical School,236.0,247.0,-4.453441295546559,80.0,33.89830508474576,10,4,7,7.300000000000001,Gold,5.5,C (Retain - Monthly),14.0
PH-0080,4422583132,Joel,Snyder,Nephrology,T-022,Angelastad,NH,25,"Anderson, Henson and Jones Medical School",74.0,75.0,-1.3333333333333337,22.0,29.72972972972973,8,5,6,6.5,Silver,5.5,C (Retain - Monthly),23.0
PH-0081,6786691251,Shannon,Frazier,Internal Medicine,T-022,Davidside,SC,22,"White, Burch and Reynolds Medical School",22.0,21.0,4.761904761904762,13.0,59.09090909090909,6,7,10,7.5,Gold,8.5,B (Grow - Bi-weekly),6.0
PH-0082,182422535,Stacey,Stone,Internal Medicine,T-006,Meghanview,ID,15,"Huber, Hill and Weber Medical School",45.0,70.0,-35.714285714285715,11.0,24.444444444444443,7,2,5,4.9,Bronze,3.5,C (Retain - Monthly),37.0
PH-0083,9818299229,Jennifer,Jacobs,Family Practice,T-037,Port Michelleland,AZ,33,"Wise, Baker and Clark Medical School",27.0,40.0,-32.5,10.0,37.03703703703704,6,2,7,5.1000000000000005,Bronze,4.5,D (Monitor - Quarterly),35.0
PH-0084,9690784473,Linda,Cohen,Oncology,T-005,Shawnton,GA,39,Perry-Marshall Medical School,19.0,19.0,0.0,3.0,15.789473684210526,5,5,3,4.4,Bronze,4.0,D (Monitor - Quarterly),42.0
PH-0085,5925556258,Anna,Flores,Cardiology,T-032,Martinezmouth,IA,30,Davis LLC Medical School,11.0,3.0,266.66666666666663,1.0,9.090909090909092,4,10,3,5.5,Bronze,6.5,B (Grow - Bi-weekly),35.0
PH-0086,6963259532,Tyrone,Robertson,Endocrinology,T-040,Kochfort,AK,16,Landry PLC Medical School,13.0,18.0,-27.77777777777778,4.0,30.76923076923077,4,2,6,4.0,Bronze,4.0,D (Monitor - Quarterly),42.0
PH-0087,7339500479,Nicole,Pena,General Practice,T-030,Mitchelltown,PR,19,Jordan LLC Medical School,11.0,4.0,175.0,0.0,0.0,4,10,1,4.9,Bronze,5.5,D (Monitor - Quarterly),33.0
PH-0088,5650609835,Angela,Jones,Oncology,T-019,Duranview,GU,28,"Becker, Wilson and Hester Medical School",191.0,175.0,9.142857142857142,49.0,25.654450261780102,10,7,5,7.6,Gold,6.0,A (Protect - Weekly),13.0
PH-0089,6558523986,Vincent,Williams,Rheumatology,T-026,Lake Mason,NJ,37,"Bryant, Obrien and Robertson Medical School",7.0,12.0,-41.66666666666667,0.0,0.0,3,1,1,1.8000000000000005,Bronze,1.0,D (Monitor - Quarterly),59.0
PH-0090,5952694958,Maria,Patel,Internal Medicine,T-023,Thomastown,MN,9,Nunez-Whitney Medical School,398.0,384.0,3.6458333333333335,153.0,38.44221105527638,10,7,8,8.5,Platinum,7.5,A (Protect - Weekly),3.0
PH-0091,9409749930,Brandy,Jackson,Pulmonology,T-001,Hernandezbury,AZ,1,"Vaughan, Rodriguez and Smith Medical School",23.0,20.0,15.0,8.0,34.78260869565217,6,8,7,6.9,Silver,7.5,B (Grow - Bi-weekly),19.0
PH-0092,5626368970,Janice,Stone,Family Practice,T-032,Whitneyfort,NC,25,Edwards-Thompson Medical School,46.0,42.0,9.523809523809524,24.0,52.17391304347826,7,7,9,7.6,Gold,8.0,A (Protect - Weekly),8.0
PH-0093,8585497334,Angela,Walker,Pulmonology,T-001,Kellieborough,UT,16,"Burns, Castillo and Castro Medical School",31.0,18.0,72.22222222222221,19.0,61.29032258064516,6,9,10,8.1,Platinum,9.5,B (Grow - Bi-weekly),3.0
PH-0094,4419866524,Bobby,Moses,Endocrinology,T-005,West Sandraview,WA,22,Lewis-Clayton Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),52.0
PH-0095,4842199330,Elizabeth,Schmidt,Rheumatology,T-003,North Craig,MA,12,"Kennedy, Maldonado and Taylor Medical School",10.0,14.0,-28.57142857142857,2.0,20.0,4,2,4,3.4000000000000004,Bronze,3.0,D (Monitor - Quarterly),39.0
PH-0096,8267734540,Rebecca,Davis,Nephrology,T-037,New Joanne,PR,22,Gentry and Sons Medical School,0.0,0.0,0.0,0.0,0.0,1,5,1,2.2,Bronze,3.0,D (Monitor - Quarterly),54.0
PH-0097,6206724004,Ashley,Rodriguez,Cardiology,T-014,Justinside,NC,28,Small-Anderson Medical School,49.0,44.0,11.363636363636363,22.0,44.89795918367347,7,7,9,7.6,Gold,8.0,A (Protect - Weekly),8.0
PH-0098,8743152742,Alexis,Rogers,Cardiology,T-030,Ashleyborough,HI,5,"Chase, Prince and Wilcox Medical School",37.0,16.0,131.25,19.0,51.35135135135135,7,10,9,8.5,Platinum,9.5,A (Protect - Weekly),4.0
PH-0099,8516122753,Adam,Reyes,Family Practice,T-026,Molinamouth,ME,26,"Sharp, Smith and Valdez Medical School",70.0,91.0,-23.07692307692308,30.0,42.85714285714285,8,3,8,6.5,Silver,5.5,C (Retain - Monthly),30.0
PH-0100,3017426841,Danielle,Shepard,Family Practice,T-039,Christinabury,DC,36,Hernandez-Adkins Medical School,1.0,9.0,-88.88888888888889,0.0,0.0,1,1,1,1.0,Bronze,1.0,D (Monitor - Quarterly),50.0
PH-0101,9568783391,Alicia,Rice,Internal Medicine,T-030,Christianshire,DE,37,Poole PLC Medical School,7.0,3.0,133.33333333333331,3.0,42.85714285714285,3,10,8,6.6,Silver,9.0,B (Grow - Bi-weekly),16.0
PH-0102,3982258713,Jennifer,Burns,Family Practice,T-010,Stokesmouth,DC,5,"Perry, Elliott and Hansen Medical School",19.0,13.0,46.15384615384615,5.0,26.31578947368421,5,9,5,6.199999999999999,Silver,7.0,B (Grow - Bi-weekly),23.0
PH-0103,4064039106,Melvin,Brown,Emergency Medicine,T-031,North Valeriefort,AZ,10,Ortiz-Mack Medical School,240.0,206.0,16.50485436893204,72.0,30.0,10,8,6,8.2,Platinum,7.0,A (Protect - Weekly),2.0
PH-0104,6567661825,David,Haney,Neurology,T-032,Ricebury,MP,1,Avila LLC Medical School,43.0,44.0,-2.272727272727273,7.0,16.27906976744186,7,4,3,4.9,Bronze,3.5,C (Retain - Monthly),39.0
PH-0105,7868633752,Joshua,Pineda,Endocrinology,T-004,North Lisachester,RI,16,Allen Inc Medical School,14.0,14.0,0.0,0.0,0.0,4,5,1,3.4,Bronze,3.0,D (Monitor - Quarterly),46.0
PH-0106,1907903067,Jimmy,Robinson,Cardiology,T-002,East Williamport,IN,28,"Johnston, Ray and Barton Medical School",35.0,26.0,34.61538461538461,15.0,42.85714285714285,7,9,8,7.9,Platinum,8.5,A (Protect - Weekly),3.0
PH-0107,5342836440,Angela,Vargas,Nephrology,T-027,Lake Erika,OH,20,Williams-Cooper Medical School,1.0,0.0,0.0,1.0,100.0,1,5,10,4.9,Bronze,7.5,B (Grow - Bi-weekly),30.0
PH-0108,6856624628,Thomas,Atkinson,Nephrology,T-035,Meredithberg,AS,33,Melendez-Hart Medical School,867.0,935.0,-7.272727272727272,216.0,24.91349480968858,10,4,5,6.7,Silver,4.5,C (Retain - Monthly),19.0
PH-0109,6882634351,Sandra,Boone,Family Practice,T-037,New Jennyborough,AR,12,Bennett-Jacobs Medical School,61.0,36.0,69.44444444444444,29.0,47.540983606557376,8,9,9,8.6,Platinum,9.0,A (Protect - Weekly),2.0
PH-0110,139837354,Susan,Smith,Family Practice,T-033,Lake David,WV,40,Rocha-Dominguez Medical School,11.0,12.0,-8.333333333333332,3.0,27.27272727272727,4,4,5,4.3,Bronze,4.5,D (Monitor - Quarterly),39.0
PH-0111,3638546785,Kyle,Ward,Emergency Medicine,T-029,Owensfort,WV,13,Rocha-Wood Medical School,21.0,28.0,-25.0,4.0,19.047619047619047,5,2,4,3.8,Bronze,3.0,D (Monitor - Quarterly),47.0
PH-0112,6093204899,Jennifer,Phillips,Internal Medicine,T-002,West Jerry,OK,35,Porter Ltd Medical School,2.0,3.0,-33.33333333333333,1.0,50.0,2,2,9,4.1,Bronze,5.5,D (Monitor - Quarterly),50.0
PH-0113,5477725228,Tracy,Stark,Family Practice,T-026,New Arthurland,GU,8,"Williams, Smith and Taylor Medical School",546.0,548.0,-0.364963503649635,186.0,34.065934065934066,10,5,7,7.6,Gold,6.0,A (Protect - Weekly),12.0
PH-0114,3120387509,Dana,Peck,Family Practice,T-010,Hopkinstown,AL,26,"Arnold, Smith and Moreno Medical School",9.0,2.0,350.0,2.0,22.22222222222222,3,10,4,5.4,Bronze,7.0,B (Grow - Bi-weekly),30.0
PH-0115,4840862118,Eduardo,Lee,Family Practice,T-007,Lisaview,WY,4,Miller-Chung Medical School,43.0,46.0,-6.521739130434782,13.0,30.23255813953488,7,4,6,5.8,Bronze,5.0,C (Retain - Monthly),28.0
